      1.000000     0.197336    -2.549777
      2.000000     0.240087    -0.514499
      3.000000     0.294309    -1.534826
      4.000000     0.297848     0.665046
      5.000000     0.299175    -2.003585
      6.000000     0.334759    -0.871107
      7.000000     0.400930    -0.759971
      8.000000     0.414191     0.862854
      9.000000     0.426793    -0.931486
     10.000000     0.451783    -0.247281
     11.000000     0.456062     2.184814
     12.000000     0.464570    -0.740507
     13.000000     0.465794     0.965534
     14.000000     0.483768    -0.682762
     15.000000     0.495476     0.367831
     16.000000     0.525890    -0.402906
     17.000000     0.543405     2.116473
     18.000000     0.544523     1.242692
     19.000000     0.549279     1.121237
     20.000000     0.558973     1.881850
     21.000000     0.565065     0.243312
     22.000000     0.570387    -1.984676
     23.000000     0.573435    -0.879743
     24.000000     0.577668     0.435914
     25.000000     0.589211     1.880406
     26.000000     0.608772     0.079879
     27.000000     0.610820     1.052631
     28.000000     0.618660     0.400304
     29.000000     0.635274     1.100997
     30.000000     0.667633     0.529112
     31.000000     0.668378    -1.238390
     32.000000     0.675262     0.173243
     33.000000     0.687542    -0.474975
     34.000000     0.690353     1.085871
     35.000000     0.699266     0.430426
     36.000000     0.711235     3.007188
     37.000000     0.713562    -1.891449
     38.000000     0.716697    -1.499962
     39.000000     0.721791    -0.489919
     40.000000     0.725932    -1.513487
     41.000000     0.727634    -2.787884
     42.000000     0.729527    -1.600904
     43.000000     0.736168     0.982305
     44.000000     0.741454    -2.284554
     45.000000     0.754395    -1.912716
     46.000000     0.756187     2.445969
     47.000000     0.759053    -1.866786
     48.000000     0.770773    -1.262317
     49.000000     0.774229     2.789583
     50.000000     0.783674    -3.118104
     51.000000     0.783818     0.287759
     52.000000     0.785030     0.339953
     53.000000     0.788974    -1.785861
     54.000000     0.809119    -2.184262
     55.000000     0.814416    -0.535299
     56.000000     0.828386    -1.121108
     57.000000     0.835984    -0.896423
     58.000000     0.842552    -3.103119
     59.000000     0.843436    -1.401282
     60.000000     0.854112    -0.798541
     61.000000     0.857485    -2.569621
     62.000000     0.862017     0.995082
     63.000000     0.871909    -0.229760
     64.000000     0.879349     3.045690
     65.000000     0.882708     2.263753
     66.000000     0.893803     2.953924
     67.000000     0.898120    -0.980245
     68.000000     0.910623     0.137729
     69.000000     0.913574     1.713734
     70.000000     0.929551     0.233327
     71.000000     0.933272     2.794996
     72.000000     0.937734     3.060997
     73.000000     0.950924     1.664983
     74.000000     0.965452    -0.221055
     75.000000     0.966523     0.990782
     76.000000     0.969548     2.681480
     77.000000     0.970949     1.624286
     78.000000     0.993662    -0.550421
     79.000000     1.011177    -1.843269
     80.000000     1.012437     0.656003
     81.000000     1.023962    -2.864477
     82.000000     1.024368    -0.016113
     83.000000     1.026173    -0.219424
     84.000000     1.034443    -1.872378
     85.000000     1.056562     2.256147
     86.000000     1.056973    -2.576450
     87.000000     1.063945     1.160727
     88.000000     1.064973    -1.298410
     89.000000     1.065790     2.174589
     90.000000     1.073851    -1.985866
     91.000000     1.087530     0.036919
     92.000000     1.087765     0.488731
     93.000000     1.093525    -0.486757
     94.000000     1.102514     0.946162
     95.000000     1.102682    -2.107654
     96.000000     1.107081    -1.713470
     97.000000     1.108654    -2.194355
     98.000000     1.121974     2.092094
     99.000000     1.128912    -0.257592
    100.000000     1.135151    -1.623940
    101.000000     1.135227    -0.532170
    102.000000     1.136958    -1.833139
    103.000000     1.142168     0.857819
    104.000000     1.143039    -3.072738
    105.000000     1.146684     2.428652
    106.000000     1.152908    -2.253795
    107.000000     1.171941     1.617281
    108.000000     1.189007     0.936206
    109.000000     1.189630     1.641051
    110.000000     1.195602    -2.914019
    111.000000     1.197276    -0.470364
    112.000000     1.210031    -2.348552
    113.000000     1.246527    -2.377111
    114.000000     1.247789     2.502849
    115.000000     1.247888    -2.750016
    116.000000     1.248367     0.416265
    117.000000     1.257997     1.261264
    118.000000     1.261598     0.558919
    119.000000     1.262677    -2.528754
    120.000000     1.264377     1.824425
    121.000000     1.271617     2.609296
    122.000000     1.285861    -1.145441
    123.000000     1.302762    -1.966922
    124.000000     1.305754     1.192584
    125.000000     1.324839     2.330269
    126.000000     1.325291    -0.962729
    127.000000     1.330996    -2.540524
    128.000000     1.345372    -0.520186
    129.000000     1.347264    -1.101907
    130.000000     1.347487    -2.701739
    131.000000     1.348841     1.254623
    132.000000     1.348982    -1.762545
    133.000000     1.351707    -3.096860
    134.000000     1.352485    -2.301010
    135.000000     1.354006    -0.561859
    136.000000     1.357457    -0.821819
    137.000000     1.369941     2.115648
    138.000000     1.371069     2.183667
    139.000000     1.374006     2.676533
    140.000000     1.381657    -2.031222
    141.000000     1.384421    -0.073949
    142.000000     1.390876    -0.880992
    143.000000     1.404951    -2.226538
    144.000000     1.407875     2.638005
    145.000000     1.409003    -1.399470
    146.000000     1.415993     0.989508
    147.000000     1.416332     0.912952
    148.000000     1.416968    -2.196197
    149.000000     1.418382    -0.364314
    150.000000     1.421414     1.080019
    151.000000     1.424106     1.989664
    152.000000     1.424711     2.107585
    153.000000     1.431172     2.975470
    154.000000     1.436885     0.326815
    155.000000     1.447092    -0.021001
    156.000000     1.452746     2.373689
    157.000000     1.453087    -1.326353
    158.000000     1.462441     1.560328
    159.000000     1.474670     0.906917
    160.000000     1.475322    -0.592767
    161.000000     1.482245     1.745447
    162.000000     1.483762     2.445960
    163.000000     1.486624     2.418147
    164.000000     1.488922     0.568548
    165.000000     1.502656     0.947865
    166.000000     1.509608     2.471799
    167.000000     1.517293     2.904997
    168.000000     1.524892    -2.967801
    169.000000     1.535608    -1.635148
    170.000000     1.540266     3.021363
    171.000000     1.542171     0.083320
    172.000000     1.546490     2.538773
    173.000000     1.559954     1.109936
    174.000000     1.560377     0.457033
    175.000000     1.563222     2.014044
    176.000000     1.566449    -2.590491
    177.000000     1.570450     2.739066
    178.000000     1.576740     2.094464
    179.000000     1.586541    -1.663346
    180.000000     1.586825    -1.935916
    181.000000     1.586933     0.214190
    182.000000     1.595733    -0.258400
    183.000000     1.596597     1.527114
    184.000000     1.600040    -1.266822
    185.000000     1.600730     2.159272
    186.000000     1.602229    -3.016721
    187.000000     1.606224    -0.717101
    188.000000     1.609189     0.602271
    189.000000     1.639020     3.119226
    190.000000     1.639555    -0.491153
    191.000000     1.640941    -1.181178
    192.000000     1.642766     1.270420
    193.000000     1.646794    -2.318243
    194.000000     1.647673    -1.294651
    195.000000     1.649985     0.946147
    196.000000     1.668037    -1.505848
    197.000000     1.668146    -1.790784
    198.000000     1.674317     2.120696
    199.000000     1.675925     2.118931
    200.000000     1.678674    -1.638444
    201.000000     1.687819     2.615369
